"IDLuogo";"X";"Y";"Descrizione";"Origine";"Periodo";"Sito";"Gruppo";"Tipo";"Telefono";"Strada";"Citta";"Provincia";"Regione"
9563;12,48;41,88;"Hippodromus Domitiani (II sec)";"romani";"II d.c.";"Roma ";"";"";"";"";"Roma";"RM";"LAZ"
9564;12,48;41,88;"Domus Augustana (I sec)";"romani";"I d.c.";"Roma ";"abitato";"domus";"";"";"Roma";"RM";"LAZ"
9565;12,48;41,88;"Casa di Augusto (I sec)";"romani";"I d.c.";"Roma ";"abitato";"case";"";"";"Roma";"RM";"LAZ"
9566;12,48;41,88;"Tempio di Ercole (II sec.aC)-Pza Bocca Verita";"romani";"II a.c.";"Roma ";"religione";"templi";"";"Largo Amerigo Petrucci";"Roma";"RM";"LAZ"
9567;12,48;41,88;"Domus Flavia (I sec)";"romani";"I d.c.";"Roma ";"abitato";"domus";"";"";"Roma";"RM";"LAZ"
9568;12,48;41,88;"Cloaca Maxima (ingresso)-V.Velabro";"romani";"";"Roma ";"";"ingresso";"";"Via del Velabro";"Roma";"RM";"LAZ"
9569;12,48;41,88;"Casa di Livia (I sec)";"romani";"I d.c.";"Roma ";"abitato";"case";"";"";"Roma";"RM";"LAZ"
9570;12,48;41,88;"Casa Romuli (VIII sec.aC)";"romani";"VIII a.c.";"Roma ";"abitato";"case";"";"";"Roma";"RM";"LAZ"
9571;12,48;41,88;"Arco di Giano (IV sec)-V.Velabro";"romani";"IV d.c.";"Roma ";"abitato";"arco";"";"Via del Velabro";"Roma";"RM";"LAZ"
9572;12,48;41,88;"Tempio Fortuna Virile (III sec.aC)-Pza Bocca Verit";"romani";"III a.c.";"Roma ";"religione";"templi";"";"";"Roma";"RM";"LAZ"
9573;12,49;41,88;"Clivo di Scauro (insula II sec)";"romani";"II d.c.";"Roma ";"";"";"";"Clivo di Scauro";"Roma";"RM";"LAZ"
9574;12,49;41,88;"Basilica S.Giovanni e Paolo (Tempio di Claudio)";"romani";"";"Roma ";"religione";"basilica";"";"Clivo di Scauro";"Roma";"RM";"LAZ"
9575;12,49;41,88;"Terme di Caracalla (III sec)-V.Terme Caracalla";"romani";"III d.c.";"Roma ";"abitato";"terme";"";"Via Antonina";"Roma";"RM";"LAZ"
9576;12,49;41,88;"Ch.S.Nereo e Achilleo (IV sec)-V.Terme Caracalla";"romani";"IV d.c.";"Roma ";"abitato";"terme";"";"Viale delle Terme di Caracalla";"Roma";"RM";"LAZ"
9577;12,49;41,88;"Arco di Dolabella (I sec)-V.S.Paolo della Croce";"romani";"I d.c.";"Roma ";"abitato";"arco";"";"";"Roma";"RM";"LAZ"
9578;12,49;41,88;"Aquedotto di Nerone (I sec)";"romani";"I d.c.";"Roma ";"abitato";"acquedotto";"";"Via di Santo Stefano Rotondo";"Roma";"RM";"LAZ"
9579;12,49;41,88;"Ch.S.Stefano Rotondo (V sec)";"romani";"V d.c.";"Roma ";"religione";"chiesa";"";"Via di Santo Stefano Rotondo";"Roma";"RM";"LAZ"
9581;12,49;41,87;"Casina Bessarione Chiesa S.Cesareo (II sec)-V.Pta";"romani";"II d.c.";"Roma ";"religione";"chiesa";"";"Via di Porta San Sebastiano";"Roma";"RM";"LAZ"
9582;12,49;41,88;"Ch.SS Quattro Coronati (IV sec)-V.Strada Statale 4";"romani";"IV d.c.";"Roma ";"religione";"chiesa";"";"Via Capo d'Africa";"Roma";"RM";"LAZ"
9583;12,49;41,87;"Oratorio Sette Dormienti (II sec)-Pta S.Sebastiano";"romani";"II d.c.";"Roma ";"";"oratorio";"";"Via di Porta San Sebastiano";"Roma";"RM";"LAZ"
9584;12,49;41,87;"Sepolcro Degli Scipioni-Pta S.Sebastiano 9";"romani";"";"Roma ";"sepolture";"sepolcreto";"";"Via di Porta San Sebastiano";"Roma";"RM";"LAZ"
9585;12,50;41,87;"Pta Latina (inizio Via Latina)";"romani";"";"Roma ";"";"";"";"Viale delle Mura Latine";"Roma";"RM";"LAZ"
9587;12,50;41,88;"Basilica San Giovanni in Laterano (fondam romane)";"romani";"";"Roma ";"religione";"basilica";"";"";"Roma";"RM";"LAZ"
9588;12,50;41,87;"Sepolcri conv.Padri Marianisti (I sec)-V.Latina 22";"romani";"I d.c.";"Roma ";"sepolture";"sepolcreto";"";"Via Latina";"Roma";"RM";"LAZ"
9589;12,50;41,88;"Acquedotto di Nerone (I sec)-V.Domenico Fontana";"romani";"I d.c.";"Roma ";"abitato";"acquedotto";"";"Via Domenico Fontana";"Roma";"RM";"LAZ"
9590;12,50;41,87;"Torretta dell'Angelo (II sec)-V.Latina";"romani";"II d.c.";"Roma ";"difesa";"torre";"";"Via Vescia";"Roma";"RM";"LAZ"
9591;12,50;41,88;"Porta Asinaria (mura aureliane)";"romani";"";"Roma ";"architettonico";"porta";"";"Piazza di Porta San Giovanni";"Roma";"RM";"LAZ"
9592;12,51;41,88;"Anfiteatro Castrense (III sec)-Pza S.Croce Gerusal";"romani";"III d.c.";"Roma ";"abitato";"teatro";"";"Via Nola";"Roma";"RM";"LAZ"
9593;12,54;41,87;"Catacombe S.Pietro Marcellino - V.Casilina 641";"romani";"";"Roma ";"sepolture";"catacombe";"";"Via Casilina";"Roma";"RM";"LAZ"
9594;12,54;41,87;"Mausoleo di S.Elena (IV sec)";"romani";"IV d.c.";"Roma ";"sepolture";"mausoleo";"";"Via Casilina";"Roma";"RM";"LAZ"
9595;12,48;41,89;"Area sacra S.Omobono (VI sec.aC)-Vico Jugario";"romani";"VI a.c.";"Roma ";"musei e parchi";"area archeologica";"";"Vico Jugario";"Roma";"RM";"LAZ"
9596;12,48;41,89;"Templum Iovis Capitolini (VI sec.aC)-V.Tempio Giov";"romani";"VI a.c.";"Roma ";"religione";"templi";"";"";"Roma";"RM";"LAZ"
9597;12,48;41,88;"Arco degli Argentarii (III sec)-V.Velabro";"romani";"III d.c.";"Roma ";"abitato";"arco";"";"Via del Velabro";"Roma";"RM";"LAZ"
9598;12,48;41,89;"Porticum Dei Consentes (IV sec)";"romani";"IV d.c.";"Roma ";"";"";"";"";"Roma";"RM";"LAZ"
9599;12,48;41,89;"Tempio di Saturno (I sec.aC)";"romani";"I a.c.";"Roma ";"religione";"templi";"";"";"Roma";"RM";"LAZ"
9600;12,48;41,89;"Miliarium Aureum (partenza tutte strade)";"romani";"";"Roma ";"";"";"";"";"Roma";"RM";"LAZ"
9601;12,48;41,89;"Basilica Iulia (I sec.aC)";"romani";"I a.c.";"Roma ";"religione";"basilica";"";"Foro Romano";"Roma";"RM";"LAZ"
9602;12,48;41,89;"Rupe Tarpea";"romani";"";"Roma ";"";"";"";"Foro Romano";"Roma";"RM";"LAZ"
9603;12,48;41,89;"Vicus Tuscus";"romani";"";"Roma ";"";"";"";"Via di San Teodoro";"Roma";"RM";"LAZ"
9604;12,48;41,88;"Tempio di Cibele (II sec.aC)";"romani";"II a.c.";"Roma ";"religione";"templi";"";"";"Roma";"RM";"LAZ"
9605;12,48;41,89;"Domus Caligulae";"romani";"";"Roma ";"abitato";"domus";"";"Foro Romano";"Roma";"RM";"LAZ"
9607;12,48;41,89;"Tabernae";"romani";"";"Roma ";"abitato";"tabernae";"";"";"Roma";"RM";"LAZ"
9608;12,48;41,89;"Tempio di Castore e Polluce (I sec.aC)";"romani";"I a.c.";"Roma ";"religione";"templi";"";"";"Roma";"RM";"LAZ"
9609;12,48;41,89;"Domus Tiberiana (I sec)";"romani";"I d.c.";"Roma ";"abitato";"domus";"";"";"Roma";"RM";"LAZ"
9610;12,48;41,89;"Fonte di Giuturna (sorgente)";"romani";"";"Roma ";"";"fonte";"";"";"Roma";"RM";"LAZ"
9611;12,48;41,89;"Basilica Emilia (II sec.aC)";"romani";"II a.c.";"Roma ";"religione";"basilica";"";"";"Roma";"RM";"LAZ"
9612;12,48;41,89;"Ara Caesaris (I sec.aC)";"romani";"I a.c.";"Roma ";"religione";"ara";"";"";"Roma";"RM";"LAZ"
9613;12,48;41,89;"Templum Vestae (IV sec)";"romani";"IV d.c.";"Roma ";"religione";"templi";"";"";"Roma";"RM";"LAZ"
9614;12,48;41,89;"Atrium Vestae (II sec)";"romani";"II d.c.";"Roma ";"";"";"";"";"Roma";"RM";"LAZ"
9615;12,48;41,89;"Aedes Vestae (II sec)";"romani";"II d.c.";"Roma ";"";"";"";"";"Roma";"RM";"LAZ"
9616;12,48;41,89;"Tempio di Antonino e Faustina (II sec)";"romani";"II d.c.";"Roma ";"religione";"templi";"";"";"Roma";"RM";"LAZ"
9617;12,48;41,89;"Tempio di Vespasiano (I sec)";"romani";"I d.c.";"Roma ";"religione";"templi";"";"";"Roma";"RM";"LAZ"
9618;12,48;41,89;"Arco Di Settimio Severo";"romani";"";"Roma ";"abitato";"arco";"";"";"Roma";"RM";"LAZ"
9619;12,48;41,89;"Tabularium (I sec.aC)";"romani";"I a.c.";"Roma ";"";"";"";"";"Roma";"RM";"LAZ"
9620;12,48;41,89;"Curia Iulia (I sec.aC) sede Senato Romano";"romani";"I a.c.";"Roma ";"";"";"";"Via della Curia";"Roma";"RM";"LAZ"
9621;12,48;41,89;"Templum Concordiae (IV sec.aC)";"romani";"IV a.c.";"Roma ";"religione";"templi";"";"";"Roma";"RM";"LAZ"
9622;12,48;41,89;"Forum Pacis";"romani";"";"Roma ";"";"";"";"Via dei Fori Imperiali";"Roma";"RM";"LAZ"
9623;12,48;41,89;"Carcere Mamertino (I sec)";"romani";"I d.c.";"Roma ";"";"";"";"";"Roma";"RM";"LAZ"
9624;12,48;41,89;"Statua eques Marco Aurelio (II sec)-Pza Campidogli";"romani";"II d.c.";"Roma ";"architettonico";"statua";"";"";"Roma";"RM";"LAZ"
9625;12,48;41,89;"Foro di Nerva (I sec)";"romani";"I d.c.";"Roma ";"";"foro";"";"";"Roma";"RM";"LAZ"
9626;12,48;41,89;"Foro di Cesare (I sec.aC)";"romani";"I a.c.";"Roma ";"";"foro";"";"";"Roma";"RM";"LAZ"
9627;12,48;41,89;"Clivus Argentarius (basolato)";"romani";"";"Roma ";"architettonico";"basolato";"";"";"Roma";"RM";"LAZ"
9628;12,48;41,89;"Foro di  Augusto (I sec)";"romani";"I d.c.";"Roma ";"";"foro";"";"";"Roma";"RM";"LAZ"
9629;12,48;41,89;"Insula romana (II sec)-Pza Aracoeli";"romani";"II d.c.";"Roma ";"";"";"";"Via del Teatro di Marcello";"Roma";"RM";"LAZ"
9630;12,48;41,89;"Porta Fontinalis (inizio via Flaminia)";"romani";"";"Roma ";"architettonico";"porta";"";"Via di San Pietro in Carcere";"Roma";"RM";"LAZ"
9631;12,48;41,89;"Foro di Augusto (I sec)";"romani";"I d.c.";"Roma ";"";"foro";"";"";"Roma";"RM";"LAZ"
9632;12,48;41,89;"Mercati traianei (II sec)";"romani";"II d.c.";"Roma ";"";"mercato";"";"";"Roma";"RM";"LAZ"
9633;12,48;41,89;"Mausoleo di Bibulus";"romani";"";"Roma ";"sepolture";"mausoleo";"";"Piazza Venezia";"Roma";"RM";"LAZ"
9634;12,48;41,89;"Foro di Traiano (II sec)";"romani";"II d.c.";"Roma ";"";"foro";"";"";"Roma";"RM";"LAZ"
9635;12,48;41,89;"zona archeol. interno Palazzo Valentini";"romani";"";"Roma ";"musei e parchi";"zona archeologica";"";"";"Roma";"RM";"LAZ"
9636;12,48;41,90;"Vicus Capraricus (Spazio Cremonini al Trevi)";"romani";"";"Roma ";"";"";"";"";"Roma";"RM";"LAZ"
9637;12,48;41,90;"Acquedotto Vergine tracce (I sec)-V.Nazareno";"romani";"I d.c.";"Roma ";"abitato";"acquedotto";"";"";"Roma";"RM";"LAZ"
9638;12,48;41,90;"nicchione con sarcofago (IV sec)-V.S.Sebastianello";"romani";"IV d.c.";"Roma ";"abitato";"arco";"";"Via di San Sebastianello";"Roma";"RM";"LAZ"
9639;12,49;41,88;"Basilica S.Clemente (fondamenta romane)";"romani";"";"Roma ";"religione";"basilica";"";"Via di San Giovanni in Laterano";"Roma";"RM";"LAZ"
9640;12,48;41,88;"Aedes Caesarum";"romani";"";"Roma ";"";"";"";"";"Roma";"RM";"LAZ"
9641;12,49;41,88;"Arco di Costantino (IV sec)";"romani";"IV d.c.";"Roma ";"abitato";"arco";"";"";"Roma";"RM";"LAZ"
9642;12,49;41,89;"Ludus Magnus (I sec)-V.Labicana";"romani";"I d.c.";"Roma ";"";"";"";"Via di San Giovanni in Laterano";"Roma";"RM";"LAZ"
9644;12,48;41,89;"Arco di Tito (I sec)";"romani";"I d.c.";"Roma ";"abitato";"arco";"";"";"Roma";"RM";"LAZ"
9645;12,48;41,89;"Portico di Nerone";"romani";"";"Roma ";"";"";"";"";"Roma";"RM";"LAZ"
9646;12,48;41,89;"Tempio di Venere e Roma (II sec)";"romani";"II d.c.";"Roma ";"religione";"templi";"";"Clivo di Venere Felice";"Roma";"RM";"LAZ"
9647;12,49;41,89;"Domus Aurea (I sec)";"romani";"I d.c.";"Roma ";"abitato";"domus";"";"";"Roma";"RM";"LAZ"
9648;12,48;41,89;"Portico Medioevale";"romani";"";"Roma ";"";"";"";"";"Roma";"RM";"LAZ"
9649;12,48;41,89;"Tempio di Romolo-V.in Miranda";"romani";"";"Roma ";"religione";"templi";"";"";"Roma";"RM";"LAZ"
9650;12,48;41,89;"Basilica Di Massenzio (IV sec)-V. in Miranda";"romani";"IV d.c.";"Roma ";"religione";"basilica";"";"";"Roma";"RM";"LAZ"
9651;12,49;41,89;"Terme di Tito (I sec)";"romani";"I d.c.";"Roma ";"abitato";"terme";"";"Viale del Monte Oppio";"Roma";"RM";"LAZ"
9652;12,48;41,89;"ingresso Foro Romano-V.in Miranda";"romani";"";"Roma ";"";"foro";"";"Via in Miranda";"Roma";"RM";"LAZ"
9653;12,48;41,89;"Foro di Nerva (I sec)";"romani";"I d.c.";"Roma ";"";"foro";"";"";"Roma";"RM";"LAZ"
9654;12,49;41,89;"Portico di Livia (I sec.aC)";"romani";"I a.c.";"Roma ";"";"";"";"Via delle Sette Sale";"Roma";"RM";"LAZ"
9655;12,49;41,89;"Ch. San Pietro in Vincoli (V sec)";"romani";"V d.c.";"Roma ";"religione";"chiesa";"";"";"Roma";"RM";"LAZ"
9656;12,49;41,89;"Ch.S.Pudenziana (II sec)-V.Urbana";"romani";"II d.c.";"Roma ";"religione";"chiesa";"";"Via Cesare Balbo";"Roma";"RM";"LAZ"
9658;12,49;41,90;"Terme Diocleziano (III sec)-Pza della Repubblica";"romani";"III d.c.";"Roma ";"abitato";"terme";"";"Via Pietro Barbieri";"Roma";"RM";"LAZ"
9659;12,49;41,90;"Horti Sallustiani (I sec.aC)-Pza Sallustio";"romani";"I a.c.";"Roma ";"";"";"";"Piazza Sallustio";"Roma";"RM";"LAZ"
9660;12,48;41,90;"Porta Pinciana (V sec)";"romani";"V d.c.";"Roma ";"architettonico";"porta";"";"Via Campania";"Roma";"RM";"LAZ"
9661;12,49;41,89;"Ch.S.Maria Maggiore (V sec)";"romani";"V d.c.";"Roma ";"religione";"chiesa";"";"";"Roma";"RM";"LAZ"
9662;12,49;41,89;"Ch.S.Martino ai Monti (titulus III sec)";"romani";"III d.c.";"Roma ";"religione";"chiesa";"";"Via Equizia";"Roma";"RM";"LAZ"
9664;12,49;41,89;"Terme di Traiano (II sec)";"romani";"II d.c.";"Roma ";"abitato";"terme";"";"Viale del Monte Oppio";"Roma";"RM";"LAZ"
9665;12,50;41,90;"Mura Serviane (VI sec.aC)-Staz.Termini";"romani";"VI a.c.";"Roma ";"difesa";"mura";"";"Via Marsala";"Roma";"RM";"LAZ"
9666;12,50;41,89;"Arco di Gallieno (III sec)-V.San Vito";"romani";"III d.c.";"Roma ";"abitato";"arco";"";"";"Roma";"RM";"LAZ"
9667;12,50;41,90;"Porta Nomentana";"romani";"";"Roma ";"architettonico";"porta";"";"Viale del Policlinico";"Roma";"RM";"LAZ"
9668;12,50;41,89;"Mura Serviane (IV sec.aC)-Pza M.Fanti";"romani";"IV a.c.";"Roma ";"difesa";"mura";"";"Piazza Manfredo Fanti";"Roma";"RM";"LAZ"
9669;12,51;41,89;"Porta Tiburtina (I sec)";"romani";"I d.c.";"Roma ";"architettonico";"porta";"";"Piazza di Porta San Lorenzo";"Roma";"RM";"LAZ"
9670;12,51;41,89;"Tempio Minerva Medica (III sec)-V-G.Giolitti";"romani";"III d.c.";"Roma ";"religione";"templi";"";"Via Giovanni Giolitti";"Roma";"RM";"LAZ"
9671;12,51;41,89;"Aqua Claudia";"romani";"";"Roma ";"";"";"";"Via Statilia";"Roma";"RM";"LAZ"
9672;12,51;41,89;"Acquedotto di Nerone (I sec)-V.Statilia";"romani";"I d.c.";"Roma ";"abitato";"acquedotto";"";"Via Enrico Toti";"Roma";"RM";"LAZ"
9673;12,51;41,89;"Terme Eleniane (IV sec)-Pza Porta Maggiore";"romani";"IV d.c.";"Roma ";"abitato";"terme";"";"Via Eleniana";"Roma";"RM";"LAZ"
9674;12,51;41,89;"Porta Maggiore (I sec)";"romani";"I d.c.";"Roma ";"architettonico";"porta";"";"";"Roma";"RM";"LAZ"
9675;12,51;41,89;"Acquedotto di Nerone (I sec)-Pza Porta Maggiore";"romani";"I d.c.";"Roma ";"abitato";"acquedotto";"";"Piazzale Labicano";"Roma";"RM";"LAZ"
9676;12,51;41,89;"Sepolcro M.V.Eurisace (I sec.aC)-Pza Pta Maggiore";"romani";"I a.c.";"Roma ";"sepolture";"sepolcreto";"";"";"Roma";"RM";"LAZ"
9677;12,51;41,89;"Basilica neopitagorica (I sec)-V.Prenestina";"romani";"I d.c.";"Roma ";"religione";"basilica";"";"Via Prenestina";"Roma";"RM";"LAZ"
9678;12,55;41,89;"Villa Gordiani - cisterna";"romani";"";"Roma ";"";"villa";"";"Viale Luca Pavolini";"Roma";"RM";"LAZ"
9679;12,55;41,89;"Villa Gordiani - aula ottagonale";"romani";"";"Roma ";"";"villa";"";"";"Roma";"RM";"LAZ"
9680;12,55;41,89;"Colombario (I sec.aC)";"romani";"I a.c.";"Roma ";"";"";"";"Viale Giancarlo Siani";"Roma";"RM";"LAZ"
9681;12,55;41,89;"Villa Gordiani - aula termale";"romani";"";"Roma ";"";"villa";"";"";"Roma";"RM";"LAZ"
9683;12,55;41,89;"Villa Gordiani - basilica costantiniana";"romani";"";"Roma ";"";"villa";"";"Viale Giuseppe Marrazzo";"Roma";"RM";"LAZ"
9684;7,62;43,78;"Teatro Romano (II sec)";"romani";"II d.c.";"Ventimiglia ";"abitato";"teatro";"";"Corso Genova";"Ventimiglia";"IM";"LIG"
9685;8,86;44,70;"parodos laterale";"romani";"";"Libarna ";"";"";"";"Strada dei Giovi";"Serravalle Scrivia";"AL";"PIE"
9686;8,86;44,70;"parodos centrale";"romani";"";"Libarna ";"";"";"";"Strada dei Giovi";"Serravalle Scrivia";"AL";"PIE"
9687;8,86;44,70;"teatro";"romani";"";"Libarna ";"abitato";"teatro";"";"Strada dei Giovi";"Serravalle Scrivia";"AL";"PIE"
9688;8,86;44,70;"zona del foro";"romani";"";"Libarna ";"musei e parchi";"zona archeologica";"";"Strada dei Giovi";"Serravalle Scrivia";"AL";"PIE"
9689;8,86;44,70;"parodos laterale";"romani";"";"Libarna ";"";"";"";"Strada dei Giovi";"Serravalle Scrivia";"AL";"PIE"
9691;8,86;44,70;"cortile di abitazione con mosaici";"romani";"";"Libarna ";"";"";"";"Strada dei Giovi";"Serravalle Scrivia";"AL";"PIE"
9692;8,86;44,70;"botteghe";"romani";"";"Libarna ";"abitato";"bottega";"";"Strada dei Giovi";"Serravalle Scrivia";"AL";"PIE"
9693;8,86;44,70;"decumano massimo";"romani";"";"Libarna ";"";"decumano";"";"Strada dei Giovi";"Serravalle Scrivia";"AL";"PIE"
9694;8,86;44,70;"botteghe";"romani";"";"Libarna ";"abitato";"bottega";"";"Strada dei Giovi";"Serravalle Scrivia";"AL";"PIE"
9695;8,86;44,70;"ingresso anfiteatro";"romani";"";"Libarna ";"abitato";"teatro";"";"Strada dei Giovi";"Serravalle Scrivia";"AL";"PIE"
9696;8,86;44,70;"anfiteatro";"romani";"";"Libarna ";"abitato";"teatro";"";"Strada dei Giovi";"Serravalle Scrivia";"AL";"PIE"
9697;8,86;44,70;"ingresso anfiteatro";"romani";"";"Libarna ";"abitato";"teatro";"";"Strada dei Giovi";"Serravalle Scrivia";"AL";"PIE"
9702;10,00;44,06;"Molo";"romani";"";"Luni ";"navale";"molo";"";"Via Forlino";"Ortonovo";"SP";"LIG"
9703;10,01;44,06;"necropoli";"romani";"";"Luni ";"sepolture";"necropoli";"";"Via Appia";"Ortonovo";"SP";"LIG"
9704;10,01;44,06;"necropoli";"romani";"";"Luni ";"sepolture";"necropoli";"";"Via Appia";"Ortonovo";"SP";"LIG"
9705;10,01;44,06;"Porta Meridionale";"romani";"";"Luni ";"architettonico";"porta";"";"Via Casone e Chioccia D' oro";"Ortonovo";"SP";"LIG"
9706;11,14;42,43;"Villa Santa Liberata (II sec)";"romani";"II d.c.";"Porto Santo Stefano ";"";"villa";"";"Via Discesa del Valle";"Monte Argentario";"GR";"TOS"
9707;10,50;42,98;"Templi epoca romana";"romani";"";"Populonia ";"religione";"templi";"";"La via delle cave";"Piombino";"LI";"TOS"
9708;10,50;42,98;"Villa romana";"romani";"";"Populonia ";"";"villa";"";"La via delle cave";"Piombino";"LI";"TOS"
9709;10,49;42,98;"Templi epoca romana";"romani";"";"Populonia ";"religione";"templi";"";"Piazza Curzio Desideri";"Piombino";"LI";"TOS"
9710;10,51;43,30;"villa romana (I sec.aC)";"romani";"I a.c.";"Cecina ";"";"villa";"";"Via Carlo Ginori";"Cecina";"LI";"TOS"
9711;10,51;43,31;"Parco Arch.romano San Vincenzino";"romani";"";"Cecina ";"";"parco";"";"Via Carlo Ginori";"Cecina";"LI";"TOS"
9712;10,86;43,40;"Teatro Romano";"romani";"";"Volterra ";"abitato";"teatro";"";"Viale Francesco Ferrucci";"Volterra";"PI";"TOS"
9713;10,50;43,84;"Anfiteatro romano (sagoma)";"romani";"";"Lucca ";"abitato";"teatro";"";"";"Lucca";"LU";"TOS"
9714;10,01;44,06;"Molo";"romani";"";"Luni ";"navale";"molo";"";"Via Casone e Chioccia D' oro";"Ortonovo";"SP";"LIG"
9715;10,02;44,06;"Mausoleo";"romani";"";"Luni ";"sepolture";"mausoleo";"";"Via Casone e Chioccia D' oro";"Ortonovo";"SP";"LIG"
9716;10,02;44,06;"ingresso zona archeol (II sec.aC)";"romani";"II a.c.";"Luni ";"musei e parchi";"zona archeologica";"";"Via Appia vecchia";"Ortonovo";"SP";"LIG"
9717;10,02;44,06;"Anfiteatro";"romani";"";"Luni ";"abitato";"teatro";"";"Via Appia vecchia";"Ortonovo";"SP";"LIG"
9718;10,01;44,06;"Cardo Maximus";"romani";"";"Luni ";"";"";"";"Via Appia vecchia";"Ortonovo";"SP";"LIG"
9719;10,01;44,06;"Casa degli Affreschi";"romani";"";"Luni ";"abitato";"case";"";"Via Appia vecchia";"Ortonovo";"SP";"LIG"
9720;10,01;44,06;"Porta Orientale";"romani";"";"Luni ";"architettonico";"porta";"";"Via Appia vecchia";"Ortonovo";"SP";"LIG"
9721;10,01;44,06;"Foro";"romani";"";"Luni ";"";"foro";"";"Via Appia vecchia";"Ortonovo";"SP";"LIG"
9722;10,01;44,06;"Capitolium";"romani";"";"Luni ";"";"";"";"Via Appia vecchia";"Ortonovo";"SP";"LIG"
9723;10,01;44,06;"Cas del Mosaico";"romani";"";"Luni ";"";"mosaico";"";"Via Appia vecchia";"Ortonovo";"SP";"LIG"
9724;10,02;44,06;"Teatro";"romani";"";"Luni ";"abitato";"teatro";"";"Via Appia vecchia";"Ortonovo";"SP";"LIG"
9725;10,01;44,06;"Piazza";"romani";"";"Luni ";"architettonico";"piazza";"";"Via Luni";"Ortonovo";"SP";"LIG"
9726;10,01;44,06;"Grande Tempio";"romani";"";"Luni ";"religione";"templi";"";"Via Luni";"Ortonovo";"SP";"LIG"
9727;10,13;44,41;"Ponte romano";"romani";"";"Ponte Lugagnano ";"architettonico";"ponte";"";"Strada Provinciale 665R Massese";"Monchio delle Corti";"PR";"EMR"
9728;7,04;45,13;"(Segesium) Arco Di Augusto";"romani";"";"Susa ";"abitato";"arco";"";"Via dell'Impero Romano";"Susa";"TO";"PIE"
9729;7,04;45,13;"Anfiteatro Romano Via Della Consolata";"romani";"";"Susa ";"abitato";"teatro";"";"Via San Francesco";"Susa";"TO";"PIE"
9730;7,04;45,13;"(Segesium) Porta romana";"romani";"";"Susa ";"architettonico";"porta";"";"";"Susa";"TO";"PIE"
9731;7,22;45,67;"Acquedotto Romano";"romani";"";"Pont d'Ael ";"abitato";"acquedotto";"";"";"Aymavilles";"AO";"VDA"
9732;7,31;45,73;"Mura Romane Via Monte Solarolo";"romani";"";"Aosta ";"difesa";"mura";"";"Via/Rue Monte Solarolo";"Aosta";"AO";"VDA"
9734;7,32;45,73;"Anfiteatro Romano Via Baillage";"romani";"";"Aosta ";"abitato";"teatro";"";"Via Hotel de Monnaies";"Aosta";"AO";"VDA"
9735;7,32;45,73;"(Augusta Praetoria) Teatro Romano";"romani";"";"Aosta ";"abitato";"teatro";"";"";"Aosta";"AO";"VDA"
9736;7,32;45,73;"Porta Pretoria. Pza Porte Pretoriane";"romani";"";"Aosta ";"architettonico";"porta";"";"";"Aosta";"AO";"VDA"
9737;7,32;45,73;"Arco d'Augusto. Pza Arco d'Augusto";"romani";"";"Aosta ";"abitato";"arco";"";"Via/Rue Federico Chabod";"Aosta";"AO";"VDA"
9738;7,32;45,73;"Ponte Romano Via Ponte Romano";"romani";"";"Aosta ";"architettonico";"ponte";"";"Ponte di Pietra";"Aosta";"AO";"VDA"
9739;7,38;44,77;"(Caburrum) Museo e oppidum romano (I sec.aC)";"romani";"I a.c.";"Cavour ";"";"museo";"";"Via dell'Abbadia";"Cavour";"TO";"PIE"
9740;7,68;45,07;"Porta Palatina (I sec.a.C.)";"romani";"I a.c.";"Torino ";"architettonico";"porta";"";"";"Torino";"TO";"PIE"
9741;7,68;45,07;"Mosaico di Chiesa paleocristiana";"romani";"";"Torino ";"religione";"chiesa";"";"";"Torino";"TO";"PIE"
9742;7,68;45,07;"Teatro romano (Isec)";"romani";"I d.c.";"Torino ";"abitato";"teatro";"";"";"Torino";"TO";"PIE"
9743;8,59;45,50;"Lungo Acquedotto romano";"romani";"";"Caltignaga ";"abitato";"acquedotto";"";"Strada Provinciale 229 del Lago d'Orta";"Caltignaga";"NO";"PIE"
9744;8,62;45,44;"Acquedotto romano";"romani";"";"Novara ";"abitato";"acquedotto";"";"Baluardo Quintino Sella";"Novara";"NO";"PIE"
9745;9,08;45,81;"Teatro Romano scavi - V.Vitani";"romani";"";"Como ";"abitato";"teatro";"";"";"Como";"CO";"LOM"
9746;9,09;45,80;"Villa Romana (II sec) - V.Zezio";"romani";"II d.c.";"Como ";"";"villa";"";"Via Zezio";"Como";"CO";"LOM"
9747;9,17;45,46;"Torre Poligonale - Museo Archeologico";"romani";"";"Milano ";"";"museo";"";"Corso Magenta";"Milano";"MI";"LOM"
9748;9,17;45,45;"Anfiteatro";"romani";"";"Milano ";"abitato";"teatro";"";"Via Edmondo De Amicis";"Milano";"MI";"LOM"
9749;9,17;45,46;"Circo Romano - Interno via Ansperto 10";"romani";"";"Milano ";"";"";"";"Via Ansperto";"Milano";"MI";"LOM"
9750;9,17;45,46;"Torre del Circo - Museo Archeologico";"romani";"";"Milano ";"";"museo";"";"Via San Bernardino Luini";"Milano";"MI";"LOM"
9751;9,17;45,46;"Circo Romano - circolo sud";"romani";"";"Milano ";"";"";"";"Via Cappuccio";"Milano";"MI";"LOM"
9752;9,18;45,46;"Palazzo dell'Imperatore";"romani";"";"Milano ";"";"palazzo";"";"Via Brisa";"Milano";"MI";"LOM"
